Main,Unnamed: 1,Unnamed: 2,Unnamed: 3
,Name,Function,Gene
,amyloid-beta precursor protein,,
,filamin A,,FLNA
,fused in sarcoma,RNA binding protein,
,GFAP (glial fibrillary acidic protein),,
,huntingtin,,
,PARK1 (alpha-synuclein),,SNCA
,PARK2,,Parkin
,PARK3,,UCLH1
,PARK5,,PINK1
,PARK6,,DJ-1
,PARK7,,LRRK2
,PARK8,,ATP13A2
,PARK9,,
,PARK10,,
,PARK11,,
,PARK12,,
,PARK13,,
,PARK14,,
,PARK15,,
,PARK16,,
,PARK17,,
,PARK18,,
,PARK19,,
,PARK20,,
,PARK21,,
,,,
,,,
,SMN,,
,SFPQ (splicing factor proline and glutamine rich),,
,tau,,MAPT
,,,MECP2
,Sox2,,
,Satb2,,
